compression,gamma,task,step,accepted,acceptance_rate,tokens_produced,mean_draft_entropy,mean_draft_confidence,max_draft_entropy,min_draft_confidence
fp16,2,chat,8,2,1.0,3,0.8727,0.8562,1.735,0.713
fp16,2,chat,9,2,1.0,3,0.3532,0.9375,0.5884,0.8901
fp16,2,chat,10,2,1.0,3,0.2593,0.9427,0.5186,0.8854
fp16,2,chat,11,2,1.0,3,0.9219,0.8467,1.7582,0.7026
fp16,2,chat,12,0,0.0,1,1.5254,0.5562,1.6018,0.4911
fp16,2,chat,13,2,1.0,3,1.4201,0.6015,1.507,0.5307
fp16,2,chat,14,2,1.0,3,0.1543,0.9834,0.2144,0.9758
fp16,2,chat,15,2,1.0,3,0.0049,0.9996,0.009,0.9993
fp16,2,chat,16,2,1.0,3,0.3238,0.96,0.6341,0.9209
fp16,2,chat,17,2,1.0,3,0.0953,0.9877,0.1906,0.9754
fp16,2,chat,18,2,1.0,3,0.2402,0.9622,0.4118,0.9314
fp16,2,chat,19,2,1.0,3,0.5189,0.9146,0.5483,0.9088
fp16,2,chat,20,2,1.0,3,0.0024,0.9999,0.0041,0.9998
fp16,2,chat,21,2,1.0,3,0.8148,0.8694,1.3407,0.7712
fp16,2,chat,22,2,1.0,3,0.8381,0.8555,1.6714,0.7113
fp16,2,chat,23,2,1.0,3,0.0901,0.9901,0.1121,0.9854
fp16,2,chat,24,2,1.0,3,1.3658,0.6366,1.7156,0.5732
fp16,2,chat,25,2,1.0,3,0.1688,0.9763,0.3272,0.9535
fp16,2,chat,26,2,1.0,3,0.9424,0.8131,1.8647,0.628
fp16,2,chat,27,2,1.0,3,0.7855,0.8489,0.9142,0.7772
fp16,2,chat,28,0,0.0,1,0.9956,0.8221,0.9956,0.8221
fp16,2,chat,0,0,0.0,1,2.9883,0.5668,5.8648,0.1407
fp16,2,chat,1,0,0.0,1,4.5418,0.4659,5.9718,0.2455
fp16,2,chat,2,1,0.5,2,3.5337,0.4293,4.805,0.1887
fp16,2,chat,3,0,0.0,1,6.0804,0.1487,7.3705,0.0793
fp16,2,chat,4,0,0.0,1,5.4059,0.2132,6.3041,0.1273
fp16,2,chat,5,1,0.5,2,3.9077,0.3775,5.5545,0.1994
fp16,2,chat,6,2,1.0,3,3.6474,0.3601,4.0903,0.3501
fp16,2,chat,7,1,0.5,2,3.49,0.3812,4.6013,0.2426
fp16,2,chat,8,2,1.0,3,2.9472,0.4651,3.2365,0.3384
fp16,2,chat,9,0,0.0,1,2.1041,0.4379,2.4647,0.4109
fp16,2,chat,10,2,1.0,3,2.0511,0.6367,2.6172,0.5077
fp16,2,chat,11,2,1.0,3,0.6695,0.9215,1.1457,0.8613
fp16,2,chat,12,0,0.0,1,3.4412,0.3464,4.1848,0.3275
fp16,2,chat,13,0,0.0,1,2.1814,0.6424,4.347,0.2859
fp16,2,chat,14,0,0.0,1,2.4327,0.726,4.847,0.4534
fp16,2,chat,15,0,0.0,1,3.1519,0.4235,4.1754,0.4186
fp16,2,chat,16,2,1.0,3,4.1429,0.4062,4.1604,0.3908
fp16,2,chat,17,1,0.5,2,3.8682,0.3144,4.3277,0.3025
fp16,2,chat,18,2,1.0,3,2.8941,0.4827,2.9364,0.3361
fp16,2,chat,19,2,1.0,3,0.274,0.9494,0.5451,0.899
fp16,2,chat,20,0,0.0,1,1.6318,0.6033,1.8213,0.5915
fp16,2,chat,21,0,0.0,1,2.909,0.4599,3.4226,0.3265
fp16,2,chat,22,2,1.0,3,3.924,0.36,5.0266,0.1776
fp16,2,chat,23,2,1.0,3,2.6542,0.5149,3.5299,0.3702
fp16,2,chat,24,0,0.0,1,0.728,0.8773,1.4527,0.7548
fp16,2,chat,25,2,1.0,3,1.6103,0.6534,3.219,0.3068
fp16,2,chat,26,2,1.0,3,0.1287,0.9795,0.2519,0.9593
fp16,2,chat,27,2,1.0,3,0.0022,0.9999,0.0041,0.9998
fp16,2,chat,28,2,1.0,3,0.0348,0.997,0.0644,0.9944
fp16,2,chat,29,2,1.0,3,0.0011,0.9999,0.0021,0.9999
fp16,2,chat,30,2,1.0,3,0.0029,0.9998,0.0032,0.9998
fp16,2,chat,31,2,1.0,3,1.4798,0.7291,2.5009,0.53
fp16,2,chat,32,2,1.0,3,1.3587,0.724,2.6411,0.4553
fp16,2,chat,33,2,1.0,3,0.9155,0.8698,1.0179,0.8371
fp16,2,chat,34,2,1.0,3,0.8087,0.7888,1.6171,0.5776
fp16,2,chat,35,2,1.0,3,0.1891,0.9824,0.2174,0.9782
fp16,2,chat,0,0,0.0,1,4.8769,0.2239,5.9342,0.1548
fp16,2,chat,1,0,0.0,1,4.2237,0.3108,5.0861,0.1782
fp16,2,chat,2,2,1.0,3,1.217,0.6836,2.047,0.4412
fp16,2,chat,3,0,0.0,1,2.3355,0.5237,2.7283,0.5018
fp16,2,chat,4,2,1.0,3,0.5346,0.9241,1.0266,0.8514
fp16,2,chat,5,2,1.0,3,2.403,0.4817,3.0712,0.4617
fp16,2,chat,6,2,1.0,3,1.4218,0.7039,1.6652,0.6734
fp16,2,chat,7,2,1.0,3,0.9018,0.8351,1.0261,0.8346
fp16,2,chat,8,2,1.0,3,0.6114,0.9096,1.2182,0.8196
fp16,2,chat,9,1,0.5,2,2.4315,0.5971,3.2119,0.507
fp16,2,chat,10,2,1.0,3,0.5093,0.9024,0.9978,0.8062
fp16,2,chat,11,0,0.0,1,1.2533,0.6687,2.5049,0.3375
fp16,2,chat,12,2,1.0,3,0.2304,0.9707,0.3369,0.9518
fp16,2,chat,13,1,0.5,2,1.7337,0.6229,2.969,0.3062
fp16,2,chat,14,2,1.0,3,1.4823,0.6922,2.8891,0.3929
fp16,2,chat,15,2,1.0,3,0.2796,0.9677,0.3241,0.9624
fp16,2,chat,16,1,0.5,2,2.1633,0.4557,2.5003,0.3918
fp16,2,chat,17,1,0.5,2,3.2342,0.3158,4.324,0.2605
fp16,2,chat,18,2,1.0,3,1.4617,0.7384,2.9183,0.4771
fp16,2,chat,19,2,1.0,3,1.0432,0.7845,2.0829,0.5691
fp16,2,chat,20,2,1.0,3,2.0496,0.6509,2.3886,0.6173
fp16,2,chat,21,2,1.0,3,0.9727,0.8213,1.0295,0.791
fp16,2,chat,22,2,1.0,3,1.8395,0.5699,2.1338,0.4152
fp16,2,chat,23,0,0.0,1,2.2011,0.521,2.8699,0.4468
fp16,2,chat,24,1,0.5,2,0.6488,0.7809,1.2652,0.5645
fp16,2,chat,25,2,1.0,3,1.5186,0.6826,3.0339,0.3654
fp16,2,chat,26,2,1.0,3,1.1729,0.8126,1.5631,0.729
fp16,2,chat,27,2,1.0,3,0.0455,0.9967,0.087,0.9936
fp16,2,chat,28,2,1.0,3,1.2609,0.7506,2.2479,0.5285
fp16,2,chat,29,2,1.0,3,0.3684,0.9525,0.6157,0.9199
fp16,2,chat,30,2,1.0,3,1.6007,0.7007,2.1906,0.6404
fp16,2,chat,31,0,0.0,1,2.0904,0.5614,2.5833,0.3811
fp16,2,chat,32,0,0.0,1,1.0576,0.5348,1.0576,0.5348
fp16,2,summarization,0,0,0.0,1,2.037,0.698,4.065,0.3964
fp16,2,summarization,1,0,0.0,1,2.2482,0.627,4.488,0.2545
fp16,2,summarization,2,0,0.0,1,2.6718,0.5696,4.4824,0.228
fp16,2,summarization,3,1,0.5,2,3.588,0.3578,3.6413,0.3067
fp16,2,summarization,4,2,1.0,3,0.0769,0.9925,0.1483,0.9852
fp16,2,summarization,5,2,1.0,3,0.5462,0.9209,1.088,0.8422
fp16,2,summarization,6,0,0.0,1,0.7083,0.7374,1.4136,0.4749
fp16,2,summarization,7,0,0.0,1,1.2322,0.771,2.4598,0.5422
fp16,2,summarization,8,2,1.0,3,2.0173,0.6716,3.3946,0.403
fp16,2,summarization,9,2,1.0,3,0.4645,0.898,0.9287,0.796
fp16,2,summarization,10,2,1.0,3,0.4424,0.9448,0.8839,0.8896
fp16,2,summarization,11,2,1.0,3,0.0228,0.998,0.0357,0.9967
fp16,2,summarization,12,0,0.0,1,0.961,0.7945,1.9199,0.589
fp16,2,summarization,13,2,1.0,3,1.7934,0.6684,3.0485,0.4491
fp16,2,summarization,14,2,1.0,3,0.8842,0.781,1.6191,0.5753
fp16,2,summarization,15,0,0.0,1,0.7911,0.8017,1.1713,0.6491
fp16,2,summarization,16,2,1.0,3,1.0783,0.7115,1.907,0.446
fp16,2,summarization,17,2,1.0,3,0.2037,0.9662,0.406,0.9325
fp16,2,summarization,18,2,1.0,3,1.2955,0.7295,1.4292,0.6399
fp16,2,summarization,19,2,1.0,3,1.2368,0.7976,2.462,0.596
fp16,2,summarization,20,2,1.0,3,0.7465,0.8846,1.137,0.8097
fp16,2,summarization,21,0,0.0,1,0.9373,0.8455,1.8734,0.6911
fp16,2,summarization,22,2,1.0,3,1.6753,0.7323,3.3456,0.4649
fp16,2,summarization,23,2,1.0,3,0.8284,0.8729,1.564,0.7556
fp16,2,summarization,24,2,1.0,3,0.0016,0.9999,0.0021,0.9999
fp16,2,summarization,25,2,1.0,3,0.0788,0.9945,0.1346,0.9905
fp16,2,summarization,26,2,1.0,3,0.2238,0.9798,0.435,0.9608
fp16,2,summarization,27,2,1.0,3,0.7387,0.841,1.4462,0.6846
fp16,2,summarization,28,0,0.0,1,2.3218,0.4765,2.7897,0.3723
fp16,2,summarization,29,0,0.0,1,0.5316,0.8652,1.0586,0.7307
fp16,2,summarization,30,2,1.0,3,0.5704,0.8909,0.6655,0.8357
fp16,2,summarization,31,0,0.0,1,1.8891,0.6132,3.7756,0.2265
fp16,2,summarization,32,2,1.0,3,1.3426,0.7427,2.685,0.4855
fp16,2,summarization,33,2,1.0,3,0.0017,0.9999,0.0024,0.9999
fp16,2,summarization,34,1,1.0,2,0.9951,0.6896,0.9951,0.6896
fp16,2,summarization,0,0,0.0,1,4.6114,0.2984,5.3413,0.2523
fp16,2,summarization,1,2,1.0,3,2.1477,0.447,2.3682,0.379
fp16,2,summarization,2,0,0.0,1,2.6785,0.5473,4.4855,0.2511
fp16,2,summarization,3,2,1.0,3,1.2975,0.7872,1.9929,0.6665
fp16,2,summarization,4,1,0.5,2,1.0441,0.7759,2.0833,0.5521
fp16,2,summarization,5,2,1.0,3,0.3236,0.9617,0.4581,0.9409
fp16,2,summarization,6,2,1.0,3,1.1104,0.8169,1.128,0.7929
fp16,2,summarization,7,2,1.0,3,0.0957,0.9878,0.188,0.9759
fp16,2,summarization,8,2,1.0,3,0.0142,0.9988,0.0244,0.9979
fp16,2,summarization,9,2,1.0,3,0.541,0.8064,1.0817,0.6128
fp16,2,summarization,10,2,1.0,3,1.2109,0.65,2.0171,0.3545
fp16,2,summarization,11,2,1.0,3,0.0311,0.9976,0.036,0.997
fp16,2,summarization,12,2,1.0,3,0.0055,0.9996,0.0107,0.9993
fp16,2,summarization,13,2,1.0,3,0.2641,0.9739,0.419,0.9602
fp16,2,summarization,14,2,1.0,3,0.8815,0.7809,1.3906,0.6255
fp16,2,summarization,15,2,1.0,3,0.0001,1.0,0.0001,1.0
fp16,2,summarization,16,2,1.0,3,0.7272,0.9082,0.8158,0.8981
fp16,2,summarization,17,2,1.0,3,0.0267,0.9975,0.0332,0.9968
fp16,2,summarization,18,2,1.0,3,0.081,0.9929,0.1539,0.9865
fp16,2,summarization,19,2,1.0,3,1.6525,0.6022,2.5455,0.3767
fp16,2,summarization,20,2,1.0,3,0.5995,0.8984,1.1004,0.8081
fp16,2,summarization,21,2,1.0,3,0.3195,0.9653,0.3715,0.9552
fp16,2,summarization,22,2,1.0,3,0.9506,0.7152,1.5105,0.4704
fp16,2,summarization,23,1,0.5,2,1.1065,0.7816,1.7021,0.611
fp16,2,summarization,24,2,1.0,3,1.6333,0.7274,2.3116,0.5594
fp16,2,summarization,25,2,1.0,3,0.3145,0.9395,0.5604,0.886
fp16,2,summarization,26,2,1.0,3,0.3944,0.9436,0.6993,0.8983
fp16,2,summarization,27,2,1.0,3,0.2464,0.9588,0.4927,0.9177
fp16,2,summarization,28,2,1.0,3,0.158,0.9787,0.3131,0.9575
fp16,2,summarization,0,0,0.0,1,1.3516,0.8212,1.9653,0.7599
fp16,2,summarization,1,2,1.0,3,1.7323,0.8158,2.5371,0.7374
fp16,2,summarization,2,2,1.0,3,1.3552,0.7525,2.3096,0.5456
fp16,2,summarization,3,2,1.0,3,0.763,0.8952,0.9549,0.8676
fp16,2,summarization,4,2,1.0,3,0.7147,0.8903,0.8181,0.8649
fp16,2,summarization,5,2,1.0,3,0.2523,0.9697,0.4634,0.9435
fp16,2,summarization,6,2,1.0,3,2.1165,0.5597,2.1345,0.5063
fp16,2,summarization,7,2,1.0,3,2.3343,0.5418,2.6142,0.3458
fp16,2,summarization,8,2,1.0,3,1.7193,0.6365,2.6424,0.4246
fp16,2,summarization,9,1,0.5,2,1.708,0.5851,2.5507,0.3609
fp16,2,summarization,10,1,0.5,2,0.8257,0.7975,1.5293,0.6087
fp16,2,summarization,11,1,0.5,2,3.4764,0.5415,6.2234,0.1478
fp16,2,summarization,12,0,0.0,1,2.5539,0.5951,4.2256,0.355
fp16,2,summarization,13,1,0.5,2,3.6071,0.363,3.9618,0.2757
fp16,2,summarization,14,2,1.0,3,1.279,0.8274,1.7739,0.7977
fp16,2,summarization,15,0,0.0,1,1.6066,0.6496,1.6707,0.5766
fp16,2,summarization,16,2,1.0,3,1.3983,0.6875,1.9394,0.5505
fp16,2,summarization,17,2,1.0,3,1.695,0.6684,2.0931,0.5795
fp16,2,summarization,18,2,1.0,3,0.1091,0.9901,0.1757,0.9837
fp16,2,summarization,19,1,0.5,2,1.6525,0.6263,2.687,0.3503
fp16,2,summarization,20,2,1.0,3,1.2157,0.7301,1.9421,0.5445
fp16,2,summarization,21,2,1.0,3,0.7053,0.8061,1.2542,0.6316
fp16,2,summarization,22,1,0.5,2,2.2166,0.4771,2.312,0.3866
fp16,2,summarization,23,2,1.0,3,0.9403,0.7287,1.8613,0.4589
fp16,2,summarization,24,2,1.0,3,1.1612,0.7666,2.3212,0.5332
fp16,2,summarization,25,2,1.0,3,0.004,0.9998,0.008,0.9995
fp16,2,summarization,26,2,1.0,3,2.4396,0.6081,3.2224,0.4791
fp16,2,summarization,27,2,1.0,3,1.148,0.6885,1.5808,0.4851
fp16,2,summarization,28,1,0.5,2,1.3102,0.7016,2.0687,0.4755
fp16,2,summarization,29,2,1.0,3,1.2537,0.745,1.402,0.7057
fp16,2,summarization,30,2,1.0,3,2.2542,0.6031,2.9494,0.4821
fp16,2,summarization,0,0,0.0,1,2.1311,0.5895,2.6266,0.5752
fp16,2,summarization,1,0,0.0,1,3.2195,0.579,6.2821,0.171
fp16,2,summarization,2,2,1.0,3,1.1194,0.7751,1.6719,0.6239
fp16,2,summarization,3,2,1.0,3,3.2347,0.5856,3.3762,0.5405
fp16,2,summarization,4,1,0.5,2,1.6464,0.5873,2.3306,0.3543
fp16,2,summarization,5,2,1.0,3,2.426,0.4505,2.5537,0.4126
fp16,2,summarization,6,2,1.0,3,1.9266,0.6108,2.0972,0.5241
fp16,2,summarization,7,2,1.0,3,2.2725,0.6767,3.2519,0.5361
fp16,2,summarization,8,1,0.5,2,1.7769,0.5838,3.5526,0.1676
fp16,2,summarization,9,2,1.0,3,0.0033,0.9998,0.0056,0.9996
fp16,2,summarization,10,2,1.0,3,1.4777,0.7359,1.5948,0.6743
fp16,2,summarization,11,2,1.0,3,1.8677,0.5646,2.1859,0.4465
fp16,2,summarization,12,2,1.0,3,1.376,0.7755,1.4019,0.7643
fp16,2,summarization,13,2,1.0,3,0.4935,0.8941,0.987,0.7881
fp16,2,summarization,14,2,1.0,3,0.0215,0.9981,0.0249,0.9979
fp16,2,summarization,15,2,1.0,3,0.262,0.9536,0.5213,0.9074
fp16,2,summarization,16,2,1.0,3,0.3483,0.9409,0.4815,0.912
fp16,2,summarization,17,2,1.0,3,0.9154,0.8208,1.8307,0.6417
fp16,2,summarization,18,2,1.0,3,0.7624,0.8409,1.5216,0.682
fp16,2,summarization,19,2,1.0,3,1.2328,0.6829,2.4652,0.3658
fp16,2,summarization,20,0,0.0,1,1.2224,0.6967,2.0582,0.4626
fp16,2,summarization,21,2,1.0,3,0.5493,0.8331,0.9159,0.6911
fp16,2,summarization,22,2,1.0,3,0.006,0.9996,0.007,0.9995
fp16,2,summarization,23,2,1.0,3,1.9743,0.6454,2.5821,0.6096
fp16,2,summarization,24,0,0.0,1,1.253,0.7567,2.506,0.5134
fp16,2,summarization,25,2,1.0,3,0.4099,0.9392,0.7957,0.88
fp16,2,summarization,26,2,1.0,3,0.4133,0.947,0.8167,0.8944
fp16,2,summarization,27,2,1.0,3,0.0083,0.9994,0.0158,0.9989
fp16,2,summarization,28,2,1.0,3,0.282,0.9569,0.3746,0.9311
fp16,2,summarization,29,2,1.0,3,2.1118,0.635,3.0664,0.461
fp16,2,summarization,0,0,0.0,1,5.1279,0.2906,5.3211,0.2637
fp16,2,summarization,1,0,0.0,1,2.6654,0.6334,5.3234,0.2672
fp16,2,summarization,2,2,1.0,3,2.2576,0.6072,2.5388,0.4175
fp16,2,summarization,3,2,1.0,3,0.0038,0.9998,0.0073,0.9995
fp16,2,summarization,4,2,1.0,3,1.9131,0.5874,2.0832,0.45
fp16,2,summarization,5,2,1.0,3,0.1714,0.9757,0.2357,0.9631
fp16,2,summarization,6,2,1.0,3,0.3675,0.9,0.7325,0.8002
fp16,2,summarization,7,2,1.0,3,0.0177,0.9985,0.0318,0.9973
fp16,2,summarization,8,2,1.0,3,0.8414,0.7859,1.0858,0.6697
fp16,2,summarization,9,2,1.0,3,0.1594,0.9825,0.2106,0.9751
fp16,2,summarization,10,2,1.0,3,1.15,0.7234,1.9263,0.4991
fp16,2,summarization,11,0,0.0,1,0.8573,0.8034,0.863,0.7183
fp16,2,summarization,12,2,1.0,3,0.6931,0.8816,0.9538,0.8501
fp16,2,summarization,13,2,1.0,3,0.6321,0.8947,1.2403,0.791
fp16,2,summarization,14,2,1.0,3,0.4052,0.9146,0.778,0.8317
fp16,2,summarization,15,2,1.0,3,0.6977,0.7927,1.3307,0.5901
fp16,2,summarization,16,2,1.0,3,0.2736,0.9384,0.54,0.8773
fp16,2,summarization,17,1,0.5,2,0.3349,0.9178,0.655,0.8367
fp16,2,summarization,18,2,1.0,3,0.7787,0.8436,0.9042,0.835
fp16,2,summarization,19,2,1.0,3,0.7846,0.791,1.0116,0.6423
fp16,2,summarization,20,2,1.0,3,0.0683,0.9948,0.1297,0.99
fp16,2,summarization,21,2,1.0,3,0.3137,0.9575,0.6263,0.915
fp16,2,summarization,22,1,0.5,2,1.9673,0.625,3.7711,0.2694
fp16,2,summarization,23,1,0.5,2,2.0303,0.6653,3.1435,0.4325
fp16,2,summarization,24,1,0.5,2,1.3979,0.7143,1.6729,0.5733
fp16,2,summarization,25,2,1.0,3,1.1942,0.8112,1.7594,0.7062
fp16,2,summarization,26,2,1.0,3,1.8429,0.6783,1.8987,0.6157
fp16,2,summarization,27,2,1.0,3,0.5587,0.9345,0.8991,0.9016
fp16,2,summarization,28,0,0.0,1,1.8973,0.7102,3.38,0.4738
fp16,2,summarization,29,2,1.0,3,0.3434,0.9633,0.6184,0.9339
fp16,2,summarization,30,1,0.5,2,1.6585,0.6049,2.3362,0.3218
fp16,4,code,0,0,0.0,1,2.0452,0.6369,2.956,0.3969
fp16,4,code,1,0,0.0,1,1.6153,0.6773,3.8145,0.2022
fp16,4,code,2,0,0.0,1,0.9571,0.759,1.6901,0.4793
fp16,4,code,3,4,1.0,5,0.2822,0.9661,1.019,0.8763
fp16,4,code,4,1,0.25,2,2.6601,0.4322,2.9233,0.2466
fp16,4,code,5,4,1.0,5,1.6966,0.6498,2.677,0.4534
fp16,4,code,6,4,1.0,5,1.2391,0.7057,1.8203,0.5492
fp16,4,code,7,4,1.0,5,0.8133,0.81,1.9158,0.4496
fp16,4,code,8,1,0.25,2,1.3386,0.6844,1.8008,0.4824
fp16,4,code,9,4,1.0,5,0.112,0.9803,0.4476,0.9211
fp16,4,code,10,4,1.0,5,1.4715,0.7328,2.7081,0.4734
fp16,4,code,11,3,0.75,4,1.4035,0.6658,2.8258,0.3902
fp16,4,code,12,2,0.5,3,0.8058,0.8038,1.4762,0.566
fp16,4,code,13,2,0.5,3,0.4107,0.8617,1.4303,0.4662
fp16,4,code,14,4,1.0,5,0.0968,0.9887,0.1874,0.9741
fp16,4,code,15,4,1.0,5,0.2412,0.9575,0.5497,0.908
fp16,4,code,16,4,1.0,5,0.5844,0.837,1.641,0.4638
fp16,4,code,17,4,1.0,5,0.0001,1.0,0.0002,1.0
fp16,4,code,18,4,1.0,5,0.4756,0.8693,1.313,0.5422
fp16,4,code,19,2,0.5,3,0.8779,0.8044,3.3217,0.2341
fp16,4,code,20,0,0.0,1,1.0979,0.731,2.8714,0.3961
fp16,4,code,21,4,1.0,5,0.3973,0.89,1.1319,0.6145
fp16,4,code,0,0,0.0,1,2.156,0.6161,4.4177,0.239
fp16,4,code,1,0,0.0,1,2.307,0.5958,3.9576,0.379
fp16,4,code,2,2,0.5,3,2.5956,0.4493,4.6765,0.2482
fp16,4,code,3,4,1.0,5,1.8567,0.6635,3.7705,0.3955
fp16,4,code,4,4,1.0,5,0.1657,0.9813,0.3102,0.9611
fp16,4,code,5,4,1.0,5,0.0013,0.9999,0.0028,0.9999
fp16,4,code,6,4,1.0,5,0.5009,0.8727,1.1484,0.7417
fp16,4,code,7,4,1.0,5,0.0326,0.9972,0.0786,0.9919
fp16,4,code,8,4,1.0,5,0.0178,0.9986,0.0251,0.998
fp16,4,code,9,4,1.0,5,0.0275,0.9978,0.0519,0.9961
fp16,4,code,10,4,1.0,5,0.0011,0.9999,0.0033,0.9998
fp16,4,code,11,4,1.0,5,0.0204,0.9985,0.0751,0.9945
fp16,4,code,12,4,1.0,5,0.2562,0.965,0.6107,0.9227
fp16,4,code,13,4,1.0,5,0.0559,0.9942,0.1657,0.9825
fp16,4,code,14,4,1.0,5,0.1627,0.9647,0.5662,0.8685
fp16,4,code,15,4,1.0,5,0.0955,0.9867,0.3559,0.9488
fp16,4,code,16,4,1.0,5,0.0397,0.995,0.12,0.9838
fp16,4,code,17,4,1.0,5,0.251,0.9601,0.555,0.9106
fp16,4,code,0,0,0.0,1,2.3268,0.4281,3.5453,0.3337
fp16,4,code,1,0,0.0,1,1.328,0.7112,3.2086,0.2209
fp16,4,code,2,4,1.0,5,0.7563,0.8226,1.451,0.5584
fp16,4,code,3,4,1.0,5,0.3629,0.9435,0.7206,0.8481
fp16,4,code,4,0,0.0,1,1.0047,0.8215,2.5283,0.5888
fp16,4,code,5,3,0.75,4,0.8094,0.7663,1.5532,0.466
fp16,4,code,6,4,1.0,5,0.1981,0.974,0.3698,0.9416
fp16,4,code,7,4,1.0,5,0.6532,0.8344,1.6311,0.6108
fp16,4,code,8,4,1.0,5,0.1489,0.9768,0.2884,0.9538
fp16,4,code,9,4,1.0,5,0.1398,0.9732,0.465,0.9018
fp16,4,code,10,4,1.0,5,0.0075,0.9995,0.0184,0.9987
fp16,4,code,11,4,1.0,5,0.1458,0.9744,0.382,0.9262
fp16,4,code,12,4,1.0,5,0.6098,0.835,0.9463,0.6439
fp16,4,code,13,4,1.0,5,0.1423,0.981,0.2937,0.9564
fp16,4,code,14,0,0.0,1,0.371,0.9076,1.2569,0.6591
fp16,4,code,15,2,0.5,3,0.2987,0.8984,1.0448,0.6118
fp16,4,code,16,4,1.0,5,0.038,0.9954,0.1205,0.9841
fp16,4,code,17,4,1.0,5,0.2499,0.915,0.9875,0.6607
fp16,4,code,18,4,1.0,5,0.0061,0.9995,0.0157,0.9987
fp16,4,code,19,4,1.0,5,0.0262,0.9968,0.0958,0.9879
fp16,4,code,0,0,0.0,1,2.3903,0.543,3.4343,0.4138
fp16,4,code,1,0,0.0,1,0.4978,0.8694,1.8393,0.4915
fp16,4,code,2,1,0.25,2,1.3006,0.7674,2.9611,0.3842
fp16,4,code,3,0,0.0,1,1.7846,0.5358,2.8188,0.3593
fp16,4,code,4,4,1.0,5,0.4056,0.9435,0.7047,0.8808
fp16,4,code,5,4,1.0,5,0.1673,0.9824,0.2599,0.9747
fp16,4,code,6,4,1.0,5,0.2134,0.971,0.777,0.8923
fp16,4,code,7,1,0.25,2,1.4579,0.567,2.5015,0.3349
fp16,4,code,8,0,0.0,1,0.7434,0.8597,2.954,0.4401
fp16,4,code,9,4,1.0,5,0.4317,0.9245,1.6606,0.7055
fp16,4,code,10,4,1.0,5,0.1744,0.9705,0.6243,0.8876
fp16,4,code,11,4,1.0,5,0.3121,0.9434,1.2466,0.7737
fp16,4,code,12,4,1.0,5,0.0446,0.9962,0.1097,0.9905
fp16,4,code,13,4,1.0,5,0.0003,1.0,0.0005,1.0
fp16,4,code,14,1,0.25,2,0.7345,0.8098,1.095,0.703
fp16,4,code,15,4,1.0,5,0.3426,0.9209,1.2943,0.6896
fp16,4,code,16,4,1.0,5,0.0574,0.994,0.1206,0.9858
fp16,4,code,17,4,1.0,5,0.5858,0.8903,0.9479,0.8321
fp16,4,code,18,4,1.0,5,0.0591,0.9941,0.1958,0.9796
fp16,4,code,19,4,1.0,5,0.0123,0.9991,0.0252,0.9982
fp16,4,code,20,4,1.0,5,0.0295,0.9969,0.0813,0.9909
fp16,4,code,0,0,0.0,1,3.8066,0.3754,5.0229,0.2013
fp16,4,code,1,0,0.0,1,3.5412,0.5618,7.5202,0.2599
fp16,4,code,2,0,0.0,1,1.9845,0.6396,4.0384,0.5451
fp16,4,code,3,4,1.0,5,0.9063,0.8376,2.6602,0.5269
fp16,4,code,4,4,1.0,5,2.084,0.6021,2.849,0.5036
fp16,4,code,5,0,0.0,1,2.1522,0.6522,5.5304,0.259
fp16,4,code,6,0,0.0,1,2.361,0.6667,5.23,0.2669
fp16,4,code,7,4,1.0,5,1.3232,0.7321,2.3733,0.4974
fp16,4,code,8,4,1.0,5,1.0367,0.8102,2.9654,0.44
fp16,4,code,9,4,1.0,5,0.7322,0.8418,2.0551,0.4858
fp16,4,code,10,3,0.75,4,0.4523,0.9155,1.2922,0.7184
fp16,4,code,11,3,0.75,4,0.9088,0.7953,1.9036,0.4825
fp16,4,code,12,4,1.0,5,0.1554,0.9835,0.3516,0.9648
fp16,4,code,13,4,1.0,5,0.4856,0.9353,1.8659,0.7478
fp16,4,code,14,0,0.0,1,0.744,0.8645,1.461,0.6178
fp16,4,code,15,4,1.0,5,0.3612,0.9322,1.1957,0.7521
fp16,4,code,16,4,1.0,5,0.1528,0.9831,0.3952,0.9488
fp16,4,code,17,4,1.0,5,0.0951,0.9894,0.1829,0.9764
fp16,4,code,18,2,0.5,3,1.783,0.6124,2.7966,0.3703
fp16,4,code,19,4,1.0,5,0.0349,0.9968,0.0623,0.993
fp16,4,code,20,4,1.0,5,0.2023,0.981,0.5216,0.9509
fp16,4,code,21,3,1.0,4,0.4014,0.9465,0.6039,0.8956
fp16,4,math,0,0,0.0,1,1.8427,0.7318,5.3144,0.2207
fp16,4,math,1,0,0.0,1,1.291,0.8396,4.4918,0.4258
fp16,4,math,2,4,1.0,5,0.0043,0.9996,0.0168,0.9985
fp16,4,math,3,4,1.0,5,0.3178,0.8704,1.0597,0.5126
fp16,4,math,4,4,1.0,5,0.5261,0.8027,1.0989,0.5388
fp16,4,math,5,4,1.0,5,0.0002,1.0,0.0008,1.0
fp16,4,math,6,4,1.0,5,0.1664,0.9581,0.6654,0.8323
fp16,4,math,7,4,1.0,5,0.0,1.0,0.0001,1.0
fp16,4,math,8,4,1.0,5,0.0016,0.9999,0.0053,0.9997
fp16,4,math,9,4,1.0,5,0.4507,0.8673,0.9349,0.6513
fp16,4,math,10,4,1.0,5,0.4582,0.9191,0.8294,0.8358
